id	lifestyle	species	Kingdom name	Phylum name	Class name	Order name	Family name	Genus name
Curvularia_lunata	Plant pathogen	Curvularia lunata	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia
Curvularia_papendorfii	Unknown	Curvularia papendorfii	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia
Curvularia_sp._IFB-Z10	Unknown	Curvularia sp. IFB-Z10	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia
Cutaneotrichosporon_arboriformis	Animal pathogen	Cutaneotrichosporon *	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon
Cutaneotrichosporon_curvatum	Animal pathogen	Cutaneotrichosporon curvatum	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon
Cutaneotrichosporon_cutaneum	Animal pathogen	Cutaneotrichosporon cutaneum	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon
Cutaneotrichosporon_cyanovorans	Animal pathogen	Cutaneotrichosporon cyanovorans	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon
Cutaneotrichosporon_daszewskae	Animal pathogen	Cutaneotrichosporon daszewskae	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon
Cutaneotrichosporon_dermatis	Animal pathogen	Cutaneotrichosporon dermatis	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon
Cutaneotrichosporon_mucoides	Animal pathogen	Cutaneotrichosporon mucoides	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon
Cutaneotrichosporon_oleaginosum	Saprotrophic	Cutaneotrichosporon oleaginosum	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon
Cyberlindnera_americana	Saprotrophic	Cyberlindnera americana	Fungi	Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Cyberlindnera
Cyberlindnera_fabianii	Saprotrophic	Cyberlindnera fabianii	Fungi	Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Cyberlindnera
Cyberlindnera_jadinii	Saprotrophic	Cyberlindnera jadinii	Fungi	Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Cyberlindnera
Cyberlindnera_maclurae	Saprotrophic	Cyberlindnera maclurae	Fungi	Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Cyberlindnera
Cyberlindnera_misumaiensis	Saprotrophic	Cyberlindnera misumaiensis	Fungi	Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Cyberlindnera
Cyberlindnera_mrakii	Saprotrophic	Cyberlindnera mrakii	Fungi	Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Cyberlindnera
Cyberlindnera_petersonii	Saprotrophic	Cyberlindnera petersonii	Fungi	Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Cyberlindnera
Cyberlindnera_saturnus	Saprotrophic	Cyberlindnera saturnus	Fungi	Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Cyberlindnera
Cyberlindnera_suaveolens	Saprotrophic	Cyberlindnera suaveolens	Fungi	Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Cyberlindnera
Cyberlindnera_xylosilytica	Saprotrophic	Cyberlindnera xylosilytica	Fungi	Ascomycota	Saccharomycetes	Phaffomycetales	Phaffomycetaceae	Cyberlindnera
Cylindrobasidium_torrendii	Unknown	Cylindrobasidium torrendii	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Cylindrobasidium
Cyphellophora_europaea	Plant pathogen	Cyphellophora europaea	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora
Cystobasidiopsis_lactophilus	Unknown	Cystobasidiopsis lactophilus	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Cystobasidiopsis
Cystobasidium_pallidum	Unknown	Cystobasidium pallidum	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium
Dacryopinax_primogenitus	Plant pathogen	Dacryopinax primogenitus	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dacryopinax
Dactylellina_haptotyla	Animal pathogen	Dactylellina haptotyla	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina
Dactylonectria_macrodidyma	Plant pathogen	Dactylonectria macrodidyma	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria
Daedalea_quercina	Saprotrophic	Daedalea quercina	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fomitopsis
Daldinia_eschscholtzii	Unknown	Daldinia eschscholtzii	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia
Daldinia_sp._EC12	Unknown	Daldinia sp. EC12	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia
Danielozyma_ontarioensis	Unknown	Danielozyma ontarioensis	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Danielozyma
Daphnia_pulex	Outgroup	Daphnia pulex	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia
Davidsoniella_virescens	Plant pathogen	Davidsoniella virescens	Fungi	Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Davidsoniella
Deakozyma_indianensis	Unknown	Deakozyma indianensis	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Deakozyma
Debaryomyces_fabryi	Animal pathogen	Debaryomyces fabryi	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Debaryomyces
Debaryomyces_hansenii	Animal pathogen	Debaryomyces hansenii	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Debaryomyces
Debaryomyces_maramus	Unknown	Debaryomyces maramus	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Debaryomyces
Debaryomyces_nepalensis	Unknown	Debaryomyces nepalensis	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Debaryomyces
Debaryomyces_prosopidis	Unknown	Debaryomyces prosopidis	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Debaryomyces
Debaryomyces_subglobosus	Unknown	Debaryomyces subglobosus	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Debaryomyces
Dendrothele_bispora	Unknown	Dendrothele bispora	Fungi	Basidiomycota	Agaricomycetes	Agaricales		Dendrothele
Dentipellis_fragilis	Unknown	Dentipellis fragilis	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Dentipellis
Dentipellis_sp._KUC8613	Unknown	Dentipellis sp. KUC8613	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Dentipellis
Diaporthe_ampelina	Plant pathogen	Diaporthe ampelina	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe
Diaporthe_aspalathi	Plant pathogen	Diaporthe aspalathi	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe
Diaporthe_helianthi	Plant pathogen	Diaporthe helianthi	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe
Diaporthe_longicolla	Plant pathogen	Diaporthe longicolla	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe
Dichomitus_squalens	Plant pathogen	Dichomitus squalens	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Dichomitus
Diddensiella_caesifluorescens	Unknown	Diddensiella caesifluorescens	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Diddensiella
Didymobotryum_rigidum	Unknown	Didymobotryum rigidum	Fungi	Ascomycota	Sordariomycetes			Didymobotryum
Dimargaris_cristalligena	Mycoparasite	Dimargaris cristalligena	Fungi	Zoopagomycota	Dimargaritomycetes	Dimargaritales	Dimargaritaceae	Dimargaris
Dioszegia_aurantiaca	Saprotrophic	Dioszegia aurantiaca	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia
Dioszegia_crocea	Saprotrophic	Dioszegia crocea	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia
Diplodia_corticola	Plant pathogen	Diplodia corticola	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia
Diplodia_sapinea	Plant pathogen	Diplodia sapinea	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia
Diplodia_scrobiculata	Plant pathogen	Diplodia scrobiculata	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia
Diplodia_seriata	Plant pathogen	Diplodia seriata	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia
Dipodascus_albidus	Unknown	Dipodascus albidus	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	Dipodascaceae	Dipodascus
Dipodascus_geniculatus	Unknown	Dipodascus geniculatus	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	Dipodascaceae	Dipodascus
Diversispora_epigaea	Mycorrhizal	Diversispora epigaea	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora
Dothistroma_pini	Unknown	Dothistroma pini	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Dothistroma
Dothistroma_septosporum	Plant pathogen	Dothistroma septosporum	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Dothistroma
Drechmeria_coniospora	Animal pathogen	Drechmeria coniospora	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Drechmeria
Drechslerella_stenobrocha	Animal pathogen	Drechslerella stenobrocha	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Drechslerella
Drosophila_melanogaster	Outgroup	Drosophila melanogaster	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila
Edhazardia_aedis	Entomopathogenic	Edhazardia aedis	Fungi	Microsporidia			Culicosporidae	Edhazardia
Elaphomyces_granulatus	Mycorrhizal	Elaphomyces granulatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Elaphomycetaceae	Elaphomyces
Elsinoe_australis	Plant pathogen	Elsinoe australis	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae	Elsinoe
Emergomyces_orientalis	Animal pathogen	Emergomyces orientalis	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Emergomyces
Emergomyces_pasteurianus	Animal pathogen	Emergomyces pasteurianus	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Emergomyces
Emmonsia_crescens	Animal pathogen	Emmonsia crescens	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Emmonsia
Emmonsia_sp._CAC-2015a	Unknown	Emmonsia sp. CAC-2015a	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Emergomyces
Encephalitozoon_cuniculi	Animal pathogen	Encephalitozoon cuniculi	Fungi	Microsporidia			Unikaryonidae	Encephalitozoon
Encephalitozoon_hellem	Animal pathogen	Encephalitozoon hellem	Fungi	Microsporidia			Unikaryonidae	Encephalitozoon
Encephalitozoon_intestinalis	Animal pathogen	Encephalitozoon intestinalis	Fungi	Microsporidia			Unikaryonidae	Encephalitozoon
Encephalitozoon_romaleae	Unknown	Encephalitozoon romaleae	Fungi	Microsporidia			Unikaryonidae	Encephalitozoon
Endocarpon_pusillum	Saprotrophic	Endocarpon pusillum	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Endocarpon
Endoconidiophora_laricicola	Unknown	Endoconidiophora laricicola	Fungi	Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Endoconidiophora
Endoconidiophora_polonica	Plant pathogen	Endoconidiophora polonica	Fungi	Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Endoconidiophora
Endogone_sp._FLASF59071	Unknown	Endogone *	Fungi	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Endogone
Enterospora_canceri	Animal pathogen	Enterospora canceri	Fungi	Microsporidia			Enterocytozoonidae	Enterospora
Entomophthora_muscae	Entomopathogenic	Entomophthora muscae	Fungi	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora
Epichloe_amarillans	Symbiotic	Epichloe amarillans	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe
Epichloe_aotearoae	Symbiotic	Epichloe aotearoae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe
Epichloe_baconii	Symbiotic	Epichloe baconii	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe
Epichloe_brachyelytri	Symbiotic	Epichloe brachyelytri	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe
Epichloe_bromicola	Symbiotic	Epichloe bromicola	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe
Epichloe_elymi	Symbiotic	Epichloe elymi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe
Epichloe_festucae	Symbiotic	Epichloe festucae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe
Epichloe_gansuensis	Symbiotic	Epichloe gansuensis	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe
Epichloe_glyceriae	Symbiotic	Epichloe glyceriae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe
Epichloe_sp._AL9924	Unknown	Epichloe sp. AL9924	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe
Epichloe_sylvatica	Symbiotic	Epichloe sylvatica	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe
Epichloe_typhina	Symbiotic	Epichloe typhina	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe
Epicoccum_nigrum	Plant pathogen	Epicoccum nigrum	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum
Epicoccum_sorghinum	Plant pathogen	Epicoccum sorghinum	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum
Eremothecium_coryli	Plant pathogen	Eremothecium coryli	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium
Eremothecium_cymbalariae	Unknown	Eremothecium cymbalariae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium
Eremothecium_gossypii	Plant pathogen	Eremothecium gossypii	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium
Eremothecium_sinecaudum	Plant pathogen	Eremothecium sinecaudum	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium
Erysiphe_necator	Plant pathogen	Erysiphe necator	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe
Erysiphe_pisi	Plant pathogen	Erysiphe pisi	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe
Erysiphe_pulchra	Plant pathogen	Erysiphe pulchra	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe
Erythrobasidium_yunnanense	Unknown	Erythrobasidium yunnanense	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidium
Escovopsis_sp._AC	Unknown	Escovopsis sp. AC	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Escovopsis
Escovopsis_sp._Ae720	Unknown	Escovopsis sp. Ae720	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Escovopsis
Escovopsis_sp._Ae724	Unknown	Escovopsis sp. Ae724	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Escovopsis
Escovopsis_sp._Ae733	Unknown	Escovopsis sp. Ae733	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Escovopsis
Escovopsis_sp._TC	Unknown	Escovopsis sp. TC	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Escovopsis
Escovopsis_weberi	Unknown	Escovopsis weberi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Escovopsis
Esteya_vermicola	Animal pathogen	Esteya vermicola	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Esteya
Eurotiomycetes_sp.	Unknown	Eurotiomycetes sp.	Fungi	Ascomycota	Eurotiomycetes			
Eurotiomycetes_sp._MA_6038	Unknown	Eurotiomycetes *	Fungi	Ascomycota	Eurotiomycetes			
Eurotiomycetes_sp._MA_6039	Unknown	Eurotiomycetes *	Fungi	Ascomycota	Eurotiomycetes			
Eutypa_lata	Plant pathogen	Eutypa lata	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypa
Evernia_prunastri	Plant pathogen	Evernia prunastri	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Evernia
Exidia_glandulosa	Plant pathogen	Exidia glandulosa	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Exidia
Exophiala_alcalophila	Unknown	Exophiala alcalophila	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala
Exophiala_aquamarina	Animal pathogen	Exophiala aquamarina	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala
Exophiala_calicioides	Unknown	Exophiala calicioides	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala
Exophiala_dermatitidis	Animal pathogen	Exophiala dermatitidis	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala
Exophiala_mesophila	Animal pathogen	Exophiala mesophila	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala
Exophiala_oligosperma	Animal pathogen	Exophiala oligosperma	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala
Exophiala_sideris	Unknown	Exophiala sideris	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala
Exophiala_spinifera	Animal pathogen	Exophiala spinifera	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala
Exophiala_xenobiotica	Animal pathogen	Exophiala xenobiotica	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala
Exserohilum_turcicum	Plant pathogen	Exserohilum turcicum	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum
Exutisphaerella_laricina	Plant pathogen	Exutisphaerella laricina	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Exutisphaerella
Falciphora_oryzae	Symbiotic	Falciphora oryzae	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Falciphora
Fibroporia_radiculosa	Saprotrophic	Fibroporia radiculosa	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fibroporiaceae	Fibroporia
Fibularhizoctonia_sp._CBS_109695	Unknown	Fibularhizoctonia sp. CBS 109695	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Fibularhizoctonia
Filobasidium_wieringae	Saprotrophic	Filobasidium wieringae	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium
Fistulina_hepatica	Plant pathogen	Fistulina hepatica	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Fistulinaceae	Fistulina
Flammulina_velutipes	Saprotrophic	Flammulina velutipes	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Flammulina
Floccularia_luteovirens	Saprotrophic	Floccularia luteovirens	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Squamanitaceae	Floccularia
Fomitiporia_mediterranea	Saprotrophic	Fomitiporia mediterranea	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fomitiporia
Fomitopsis_palustris	Plant pathogen	Fomitopsis palustris	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fomitopsis
Fomitopsis_pinicola	Plant pathogen	Fomitopsis pinicola	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fomitopsis
Fomitopsis_rosea	Plant pathogen	Fomitopsis rosea	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Rhodofomes
Fonsecaea_erecta	Animal pathogen	Fonsecaea erecta	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea
Fonsecaea_monophora	Animal pathogen	Fonsecaea monophora	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea
Fonsecaea_multimorphosa	Animal pathogen	Fonsecaea multimorphosa	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea
Fonsecaea_nubica	Animal pathogen	Fonsecaea nubica	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea
Fonsecaea_pedrosoi	Animal pathogen	Fonsecaea pedrosoi	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea
Fonticula_alba	Unknown	Fonticula *	Cristidiscoidea	Cristidiscoidea		Rotosphaerida	Fonticulaceae	Fonticula
Fonticula_like_sp_SCN_57_25	Unknown	Fonticula *	Cristidiscoidea	Cristidiscoidea		Rotosphaerida	Fonticulaceae	Fonticula
Fragosphaeria_purpurea	Saprotrophic	Fragosphaeria purpurea	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Fragosphaeria
Furculomyces_boomerangus	Unknown	Furculomyces boomerangus	Fungi	Zoopagomycota	Harpellomycetes	Harpellales	Harpellaceae	Furculomyces
Fusarium_agapanthi	Plant pathogen	Fusarium agapanthi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_algeriense	Plant pathogen	Fusarium algeriense	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_asiaticum	Plant pathogen	Fusarium asiaticum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_avenaceum	Plant pathogen	Fusarium avenaceum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_azukicola	Plant pathogen	Fusarium *	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_beomiforme	Plant pathogen	Fusarium beomiforme	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_brasiliense	Plant pathogen	Fusarium brasiliense	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_burgessii	Unknown	Fusarium burgessii	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_circinatum	Plant pathogen	Fusarium circinatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_commune	Plant pathogen	Fusarium commune	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_culmorum	Plant pathogen	Fusarium culmorum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_cuneirostrum	Plant pathogen	Fusarium cuneirostrum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_equiseti	Plant pathogen	Fusarium equiseti	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_euwallaceae	Plant pathogen	Fusarium euwallaceae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_fracticaudum	Unknown	Fusarium fracticaudum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_fujikuroi	Plant pathogen	Fusarium fujikuroi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_graminearum	Plant pathogen	Fusarium graminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_hostae	Unknown	Fusarium hostae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_langsethiae	Unknown	Fusarium langsethiae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_longipes	Unknown	Fusarium longipes	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_mangiferae	Plant pathogen	Fusarium mangiferae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_meridionale	Plant pathogen	Fusarium meridionale	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_nygamai	Unknown	Fusarium nygamai	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_oxysporum	Plant pathogen	Fusarium oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_phaseoli	Plant pathogen	Fusarium phaseoli	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_pininemorale	Unknown	Fusarium pininemorale	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_poae	Plant pathogen	Fusarium poae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_praegraminearum	Plant pathogen	Fusarium praegraminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_proliferatum	Plant pathogen	Fusarium proliferatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_pseudograminearum	Plant pathogen	Fusarium pseudograminearum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_sambucinum	Plant pathogen	Fusarium sambucinum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_solani	Plant pathogen	Fusarium solani	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_sp._FIESC_12	Unknown	Fusarium *	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_sp._FIESC_28	Unknown	Fusarium *	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
