id	lifestyle	species	Kingdom name	Phylum name	Class name	Order name	Family name	Genus name
Lactifluus_rugatus	Mycorrhizal	Lactifluus rugatus	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus
Laetiporus_sulphureus	Plant pathogen	Laetiporus sulphureus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae	Laetiporus
Lanzia_echinophila	Saprotrophic	Lanzia echinophila	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Lanzia
Lasallia_hispanica	Unknown	Lasallia hispanica	Fungi	Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicariaceae	Umbilicaria
Lasiodiplodia_theobromae	Plant pathogen	Lasiodiplodia theobromae	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia
Lecanicillium_fungicola	Mycoparasite	Lecanicillium fungicola	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium
Lecanicillium_psalliotae	Entomopathogenic	Lecanicillium psalliotae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium
Lecanicillium_sp._LEC01	Unknown	Lecanicillium sp. LEC01	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium
Lecanicillium_sp._MT-2017a	Unknown	Lecanicillium sp. MT-2017a	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium
Lecanosticta_acicola	Plant pathogen	Lecanosticta acicola	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Lecanosticta
Lentinula_edodes	Saprotrophic	Lentinula edodes	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula
Lentinus_polychrous	Unknown	Lentinus polychrous	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus
Lentinus_tigrinus	Unknown	Lentinus tigrinus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus
Lepidopterella_palustris	Saprotrophic	Lepidopterella palustris	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Argynnaceae	Lepidopterella
Lepiota_venenata	Saprotrophic	Lepiota venenata	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota
Lepista_sordida	Saprotrophic	Lepista sordida	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae	Collybia
Leptographium_lundbergii	Unknown	Leptographium lundbergii	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Leptographium
Leptographium_procerum	Plant pathogen	Leptographium procerum	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Leptographium
Leptosphaeria_biglobosa	Plant pathogen	Leptosphaeria biglobosa	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus
Leptosphaeria_maculans	Plant pathogen	Leptosphaeria maculans	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus
Leptoxyphium_fumago	Unknown	Leptoxyphium fumago	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Leptoxyphium
Leucoagaricus_gongylophorus	Symbiotic	Leucoagaricus gongylophorus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus
Leucoagaricus_sp._SymC.cos	Unknown	Leucoagaricus sp. SymC.cos	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus
Leucosporidium_creatinivorum	Saprotrophic	Leucosporidium creatinivorum	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium
Leucosporidium_scottii	Saprotrophic	Leucosporidium scottii	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium
Lichtheimia_corymbifera	Animal pathogen	Lichtheimia corymbifera	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia
Lichtheimia_ramosa	Animal pathogen	Lichtheimia ramosa	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia
Lignosus_rhinocerotis	Saprotrophic	Lignosus rhinocerotis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lignosus
Limonomyces_culmigenus	Unknown	Limonomyces culmigenus	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Limonomyces
Linderina_pennispora	Saprotrophic	Linderina pennispora	Fungi	Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Linderina
Lingula_anatina	Outgroup	Lingula anatina	Metazoa	Brachiopoda	Lingulata	Lingulida	Lingulidae	Lingula
Lipomyces_arxii	Saprotrophic	Lipomyces arxii	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces
Lipomyces_doorenjongii	Saprotrophic	Lipomyces doorenjongii	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces
Lipomyces_japonicus	Saprotrophic	Lipomyces japonicus	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces
Lipomyces_kononenkoae	Saprotrophic	Lipomyces kononenkoae	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces
Lipomyces_lipofer	Unknown	Lipomyces lipofer	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces
Lipomyces_mesembrius	Saprotrophic	Lipomyces mesembrius	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces
Lipomyces_oligophaga	Saprotrophic	Lipomyces oligophaga	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces
Lipomyces_starkeyi	Saprotrophic	Lipomyces starkeyi	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces
Lipomyces_suomiensis	Saprotrophic	Lipomyces suomiensis	Fungi	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Kockiozyma
Lobosporangium_transversale	Unknown	Lobosporangium transversale	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Lobosporangium
Lodderomyces_elongisporus	Animal pathogen	Lodderomyces elongisporus	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Lodderomyces
Lomentospora_prolificans	Animal pathogen	Lomentospora prolificans	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Lomentospora
Lottia_gigantea	Outgroup	Lottia gigantea	Metazoa	Mollusca	Gastropoda		Lottiidae	Lottia
Lyophyllum_decastes	Saprotrophic	Lyophyllum decastes	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum
Lyophyllum_shimeji	Saprotrophic	Lyophyllum shimeji	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum
Macrocystidia_cucumis	Saprotrophic	Macrocystidia cucumis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Macrocystidia
Macrolepiota_dolichaula	Saprotrophic	Macrolepiota dolichaula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Macrolepiota
Macrophomina_phaseolina	Plant pathogen	Macrophomina phaseolina	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina
Madurella_mycetomatis	Animal pathogen	Madurella mycetomatis	Fungi	Ascomycota	Sordariomycetes	Sordariales		Madurella
Magnaporthe_grisea	Plant pathogen	Magnaporthe grisea	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia
Magnaporthe_oryzae	Plant pathogen	Magnaporthe oryzae	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia
Magnaporthe_sp._MG03	Unknown	Magnaporthe *	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia
Magnaporthe_sp._MG05	Unknown	Magnaporthe *	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia
Magnaporthe_sp._MG07	Unknown	Magnaporthe *	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia
Magnaporthe_sp._MG08	Unknown	Magnaporthe *	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia
Magnaporthe_sp._MG12	Unknown	Magnaporthe *	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia
Magnaporthiopsis_incrustans	Unknown	Magnaporthiopsis incrustans	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthiopsis
Magnaporthiopsis_poae	Animal pathogen	Magnaporthiopsis poae	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthiopsis
Magnaporthiopsis_rhizophila	Unknown	Magnaporthiopsis rhizophila	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthiopsis
Magnusiomyces_tetraspermus	Unknown	Magnusiomyces tetraspermus	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	Dipodascaceae	Magnusiomyces
Malassezia_caprae	Animal pathogen	Malassezia caprae	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_cuniculi	Animal pathogen	Malassezia cuniculi	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_dermatis	Animal pathogen	Malassezia dermatis	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_equina	Animal pathogen	Malassezia equina	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_globosa	Animal pathogen	Malassezia globosa	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_japonica	Animal pathogen	Malassezia japonica	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_nana	Animal pathogen	Malassezia nana	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_obtusa	Animal pathogen	Malassezia obtusa	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_pachydermatis	Animal pathogen	Malassezia pachydermatis	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_restricta	Animal pathogen	Malassezia restricta	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_slooffiae	Animal pathogen	Malassezia slooffiae	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_sp.	Unknown	Malassezia sp.	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_sympodialis	Animal pathogen	Malassezia sympodialis	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_vespertilionis	Animal pathogen	Malassezia vespertilionis	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_yamatoensis	Animal pathogen	Malassezia yamatoensis	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malbranchea_cinnamomea	Saprotrophic	Malbranchea cinnamomea	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Malbrancheaceae	Malbranchea
Marssonina_brunnea	Plant pathogen	Marssonina brunnea	Fungi	Ascomycota	Leotiomycetes	Helotiales	Drepanopezizaceae	Drepanopeziza
Marssonina_coronariae	Plant pathogen	Marssonina coronariae	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Marssonina
Martiniozyma_abiesophila	Unknown	Martiniozyma *	Fungi	Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Martiniozyma
Megacollybia_marginata	Saprotrophic	Megacollybia marginata	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Megacollybia
Meira_miltonrushii	Unknown	Meira miltonrushii	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Brachybasidiaceae	Meira
Meira_nashicola	Plant pathogen	Meira nashicola	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Brachybasidiaceae	Meira
Melampsora_abietiscanadensis	Plant pathogen	Melampsora *	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora
Melampsora_aecidioides	Unknown	Melampsora aecidioides	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora
Melampsora_alliipopulina	Plant pathogen	Melampsora alliipopulina	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora
Melampsora_laricipopulina	Plant pathogen	Melampsora laricipopulina	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora
Melampsora_medusae	Plant pathogen	Melampsora medusae	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora
Melampsora_occidentalis	Plant pathogen	Melampsora occidentalis	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora
Meliniomyces_bicolor	Mycorrhizal	Meliniomyces bicolor	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha
Meliniomyces_variabilis	Mycorrhizal	Meliniomyces variabilis	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha
Memnoniella_echinata	Saprotrophic	Memnoniella echinata	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys
Metarhizium_acridum	Entomopathogenic	Metarhizium acridum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_album	Entomopathogenic	Metarhizium album	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_anisopliae	Entomopathogenic	Metarhizium anisopliae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_brunneum	Entomopathogenic	Metarhizium brunneum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_guizhouense	Entomopathogenic	Metarhizium guizhouense	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_majus	Entomopathogenic	Metarhizium majus	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_rileyi	Entomopathogenic	Metarhizium rileyi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_robertsii	Entomopathogenic	Metarhizium robertsii	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metchnikovella_incurvata	Animal pathogen	Metchnikovella incurvata	Fungi	Microsporidia			Metchnikovellidae	Metchnikovella
Metschnikowia_aberdeeniae	Unknown	Metschnikowia aberdeeniae	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_arizonensis	Unknown	Metschnikowia arizonensis	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_bicuspidata_var._bicuspidata	Animal pathogen	Metschnikowia bicuspidata var. bicuspidata	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_borealis	Unknown	Metschnikowia borealis	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_bowlesiae	Unknown	Metschnikowia bowlesiae	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_cerradonensis	Unknown	Metschnikowia cerradonensis	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_continentalis	Saprotrophic	Metschnikowia continentalis	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_dekortorum	Unknown	Metschnikowia dekortorum	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_drakensbergensis	Saprotrophic	Metschnikowia drakensbergensis	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_hamakuensis	Unknown	Metschnikowia hamakuensis	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_hawaiiensis	Unknown	Metschnikowia hawaiiensis	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_hibisci	Saprotrophic	Metschnikowia hibisci	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_ipomoeae	Unknown	Metschnikowia *	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_kamakouana	Unknown	Metschnikowia kamakouana	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_kipukae	Unknown	Metschnikowia kipukae	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_lochheadii	Saprotrophic	Metschnikowia lochheadii	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_matae_var._maris	Unknown	Metschnikowia matae var. maris	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_matae_var._matae	Unknown	Metschnikowia matae var. matae	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_mauinuiana	Unknown	Metschnikowia mauinuiana	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_proteae	Unknown	Metschnikowia proteae	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_santaceciliae	Saprotrophic	Metschnikowia santaceciliae	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_shivogae	Saprotrophic	Metschnikowia shivogae	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_similis	Unknown	Metschnikowia similis	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Meyerozyma_caribbica	Saprotrophic	Meyerozyma caribbica	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Meyerozyma
Meyerozyma_guilliermondii	Animal pathogen	Meyerozyma guilliermondii	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Meyerozyma
Microbotryum_intermedium	Plant pathogen	Microbotryum intermedium	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum
Microbotryum_lychnidisdioicae	Plant pathogen	Microbotryum *	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum
Microbotryum_saponariae	Plant pathogen	Microbotryum saponariae	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum
Microbotryum_silenesacaulis	Plant pathogen	Microbotryum *	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum
Microbotryum_silenesdioicae	Plant pathogen	Microbotryum *	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum
Microbotryum_violaceum	Plant pathogen	Microbotryum violaceum	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum
Microcyclospora_pomicola	Unknown	Microcyclospora pomicola	Fungi	Ascomycota	Dothideomycetes	Capnodiales		Microcyclospora
Microcyclospora_tardicrescens	Unknown	Microcyclospora tardicrescens	Fungi	Ascomycota	Dothideomycetes	Capnodiales		Microcyclospora
Microcyclosporella_mali	Unknown	Microcyclosporella mali	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Microcyclosporella
Microdochium_bolleyi	Plant pathogen	Microdochium bolleyi	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium
Microsporum_canis	Animal pathogen	Microsporum canis	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Microsporum
Middelhovenomyces_tepae	Saprotrophic	Middelhovenomyces tepae	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	Dipodascaceae	Middelhovenomyces
Millerozyma_acaciae	Saprotrophic	Millerozyma acaciae	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Millerozyma
Mixia_osmundae	Plant pathogen	Mixia osmundae	Fungi	Basidiomycota	Mixiomycetes	Mixiales	Mixiaceae	Mixia
Mnemiopsis_leidyi	Outgroup	Mnemiopsis leidyi	Metazoa	Ctenophora	Tentaculata	Lobata	Bolinopsidae	Mnemiopsis
Moelleriella_libera	Entomopathogenic	Moelleriella libera	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Moelleriella
Moesziomyces_antarcticus	Saprotrophic	Moesziomyces antarcticus	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces
Moesziomyces_aphidis	Plant pathogen	Moesziomyces aphidis	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces
Moesziomyces_sp._F16C1	Unknown	Moesziomyces sp. F16C1	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces
Moesziomyces_sp._F5C1	Unknown	Moesziomyces sp. F5C1	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces
Monascus_purpureus	Saprotrophic	Monascus purpureus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Monascus
Monascus_ruber	Saprotrophic	Monascus ruber	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Monascus
Moniliella_sp._wahieum	Unknown	Moniliella *	Fungi	Basidiomycota	Moniliellomycetes	Moniliellales	Moniliellaceae	Moniliella
Monilinia_aucupariae	Unknown	Monilinia aucupariae	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia
Monilinia_fructicola	Plant pathogen	Monilinia fructicola	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia
Monilinia_fructigena	Plant pathogen	Monilinia fructigena	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia
Monilinia_laxa	Plant pathogen	Monilinia laxa	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia
Monilinia_polystroma	Plant pathogen	Monilinia polystroma	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia
Moniliophthora_roreri	Plant pathogen	Moniliophthora roreri	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Moniliophthora
Monosiga_brevicollis_MX1	Outgroup	Monosiga *	Holozoa	Holozoa	Choanoflagellata	Craspedida	Salpingoecidae	Monosiga
Morchella_eximia	Saprotrophic	Morchella eximia	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_septimelata	Saprotrophic	Morchella septimelata	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Mortierella_alpina	Saprotrophic	Mortierella alpina	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Mortierella_elongata	Saprotrophic	Mortierella elongata	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia
Mortierella_verticillata	Saprotrophic	Mortierella verticillata	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila
Mrakia_blollopis	Saprotrophic	Mrakia blollopis	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia
Mrakia_frigida	Saprotrophic	Mrakia frigida	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia
Mrakia_psychrophila	Saprotrophic	Mrakia psychrophila	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia
Mucor_ambiguus	Unknown	Mucor ambiguus	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_circinelloides	Animal pathogen	Mucor circinelloides	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_indicus	Saprotrophic	Mucor indicus	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_irregularis	Animal pathogen	Mucor irregularis	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_racemosus	Animal pathogen	Mucor racemosus	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_velutinosus	Animal pathogen	Mucor velutinosus	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mus_musculus	Outgroup	Mus musculus	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Mus
Mycena_chlorophos	Saprotrophic	Mycena chlorophos	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_citricolor	Plant pathogen	Mycena citricolor	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycosphaerella_arachidis	Plant pathogen	Mycosphaerella arachidis	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Mycosphaerella
Mycosphaerella_eumusae	Plant pathogen	Mycosphaerella eumusae	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora
Mycosphaerella_sp._PB-2012b	Unknown	Mycosphaerella sp. PB-2012b	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Mycosphaerella
Mycosphaerella_sp._Ston1	Unknown	Mycosphaerella sp. Ston1	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Mycosphaerella
Mycosphaerelloides_madeirae	Plant pathogen	Mycosphaerelloides madeirae	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Mycosphaerelloides
Myriosclerotinia_curreyana	Plant pathogen	Myriosclerotinia curreyana	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Myriosclerotinia
Myriosclerotinia_duriaeana	Unknown	Myriosclerotinia duriaeana	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Myriosclerotinia
Myriosclerotinia_scirpicola	Unknown	Myriosclerotinia scirpicola	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Myriosclerotinia
Nadsonia_fulvescens_var._elongata	Unknown	Nadsonia fulvescens var. elongata	Fungi	Ascomycota	Dipodascomycetes	Dipodascales		Nadsonia
Nadsonia_fulvescens_var._fulvescens	Unknown	Nadsonia fulvescens var. fulvescens	Fungi	Ascomycota	Dipodascomycetes	Dipodascales		Nadsonia
